Literal_1,Literal_2,Literal_3
-13514,-3915,12739
15223,-11389,12273
-12309,7837,15126
-10586,7222,9009
-13936,-13081,15182
14526,1316,12142
-6191,-5487,486
15714,-4887,4889
12902,-7191,10343
-11407,16244,-13266
-8050,-6067,10428
3185,-2068,2614
-16370,6305,-2206
2577,-7860,-10613
14905,9291,-16215
-13599,14250,3080
6996,-14508,-12033
11418,-6586,1852
-15597,13290,11944
-9511,-10096,-12978
-10026,-4562,-12219
-7937,-12890,-12682
420,6268,-15983
-7057,14969,5635
14588,-11231,-1460
-16061,2690,-59
4552,944,-6765
-15862,-5153,2793
11876,191,-9380
-15227,8584,10295
6587,-3600,-15725
1993,-10848,-13213
1475,16026,10199
11217,1381,11202
13465,3841,-4025
10052,4856,-14671
-1228,-5835,-9894
-5408,-9574,-3785
14264,9590,4946
13034,5372,9915
617,-11110,7490
1587,-4834,-3770
9881,-15897,6213
-10085,13148,9606
9517,-5082,15105
6765,-3518,-300
-11625,15240,-9913
-16201,-5976,-6510
-7295,-10983,3320
1426,15698,-4997
11532,-12081,10254
-2832,4457,-227
-4347,8838,7732
-11173,1458,-7657
-7476,13243,-6672
-14939,4701,6383
6256,-593,9903
1725,533,11072
11541,-324,2582
4018,-16101,5542
7875,-3658,-4932
2036,-7039,13217
-11867,-11033,3252
951,-2707,-1451
13817,-12365,-16348
-13000,-6624,-14262
-477,-12623,-14278
14075,-4514,16089
5928,14420,5151
15162,14374,2646
-6040,-10427,-15506
2439,2466,-6826
-8059,-8463,-3231
9395,8700,15101
-143,5343,-15253
14084,-7624,-11869
4693,716,15375
2704,13967,-2121
12887,3051,-147
-7289,16060,-1112
-9767,-3398,1891
10319,3571,5962
4537,12538,1784
10269,-3938,-5228
-10092,-978,-6343
9265,4645,15571
-15967,6178,3085
11120,9175,15886
-10738,14914,-5546
15191,716,-2701
14750,-9978,5178
682,-13539,-6511
452,4100,1667
-6843,-8438,15379
6724,15300,-14513
9117,3303,5114
15333,15523,3402
-5190,-4182,5364
-1947,-9082,-13406
2836,9611,-1308
12623,-5628,1286
5574,1655,14042
-4529,164,11612
-3919,14531,93
16171,6468,9626
-2280,7979,5136
-9145,6998,-3290
-12789,3220,3648
4226,-13976,-1513
15440,1985,10342
-1070,-7625,-9744
14861,-14261,9341
-16370,-6377,14918
-4104,-660,-2879
3897,4585,-4429
10324,-2790,11784
-1603,2439,15204
10836,11763,10951
-5324,3938,-4168
15980,-12363,15094
1143,7257,1423
-9940,-14951,-5231
-8562,-7183,10606
-801,10790,5549
-3720,2712,5771
-8111,3802,2666
-3232,-9363,5088
12896,-750,3682
-1822,-11739,-8242
5623,8127,6165
-2000,7225,3134
-1674,-13403,5602
-16319,5940,-14689
11060,-329,1686
-1246,15006,1601
14152,15842,-9160
-12530,11300,-2914
11175,1644,-437
16248,-1774,3376
-4969,-10309,5948
-6220,-15384,15711
1034,-8134,-7914
-13317,4171,-14744
-7748,15929,-6191
5132,2255,8767
8920,-1899,-166
9635,-8721,-9558
-2380,10677,2635
-5534,-11142,-14509
13474,8398,8573
-399,-10620,-14711
7578,3591,-14443
8269,-9230,-14497
-619,6579,2499
463,1752,15671
14838,-6630,-3989
-6516,-5002,3421
6308,-5992,-6570
-7876,4438,-12812
-10127,5897,-1517
9357,-6995,16373
-14180,-8194,12411
9342,120,-12729
-8812,2944,4628
-7058,-16287,-10414
4368,-13975,9340
4016,8558,4243
6674,-4134,6227
-15924,12711,-71
9179,-14218,-16318
-7189,8611,-2200
-6682,8702,-10567
-7334,1472,10815
4838,8354,9959
13829,-6566,12103
3861,13262,-14337
-4012,3113,4528
4698,-2230,13953
-663,10885,6528
10373,12309,-11571
10809,2383,8923
15700,-11815,12913
-14786,11522,15560
-476,5704,94
-13041,5568,7796
-14793,15130,10468
7467,3880,2625
-10107,7729,5081
-12254,2618,619
14372,4220,6637
-14547,5525,-10550
14592,5136,-12556
-16004,205,-12712
1463,-11847,-590
-8218,-14873,-13122
13772,-15625,-15903
12724,8957,10188
-6145,-7538,-10785
-6544,3882,-6928
6129,14373,-14410
15636,9719,-1209
3553,-15982,-2820
9261,7850,-3863
3711,-15818,-4270
-14881,-6015,-1947
-2232,-7855,-13192
-5322,1909,11721
2614,-9571,-4565
15224,3529,8235
-8528,7360,8150
16369,-15337,-11321
2572,3250,13486
10364,-3366,-15427
1586,3675,-12298
-11509,1265,-14711
-8408,11844,1254
-709,-14239,-6697
15484,5359,10558
6984,-1494,2955
-6726,5440,484
-3495,1090,-8414
-4378,-8971,10846
11358,4856,-2953
13297,6104,-13028
-12142,15052,-10493
8105,-4142,-1770
2099,9931,4145
897,-7425,-15740
8103,-242,10859
13809,7611,-2605
-5024,-2651,-3925
-7824,-12127,8783
-4275,-6184,5277
8186,16110,-12778
-6997,11261,-12976
7378,-11604,16331
6299,-4554,5075
-5944,5063,-7926
12157,-9268,-14330
-3589,-6622,-9162
-3187,-10833,11545
8964,13298,10332
11548,-4616,-11175
-10333,3607,-9696
14847,11632,-15145
-12825,15527,11293
-10300,-1594,-7524
-4018,-12248,-9346
-11680,-4879,553
-10305,5687,-13125
13143,-10254,-12753
-15590,13340,-1153
11545,-1791,-13629
894,6069,-9744
-5968,-15687,5337
12762,-11367,15381
-14576,15564,-14225
11086,-311,-12037
13018,3145,-11249
7472,-10,5781
-11997,-9660,-5168
-4677,-3285,6812
-3242,3330,-6943
-13946,-13850,5706
3850,-192,-1739
-1669,-2787,-11730
8120,11239,-4742
-9341,-6677,4631
-8113,-12757,-7061
10200,10043,9288
-13623,4173,2044
-8650,7626,1683
-1153,4342,16120
6239,-1175,7960
-700,10505,15359
9548,1473,1814
2684,-6323,5893
-1646,2674,-4992
-2318,1134,-13994
6411,9763,10544
11632,9224,-10617
-294,1497,-10006
-9988,-8580,3746
-13932,-14889,-1431
-6190,-7700,7884
-1738,-10200,-13860
10818,11027,11847
-8957,-10720,15525
2566,-5409,-14870
-13712,5003,2052
-15501,15729,15987
7332,16275,13274
-5284,-11731,-6111
-812,4643,-2029
16309,466,-16022
1608,13896,-9151
-14966,992,-401
-4412,12799,15168
2696,14889,-101
2859,1204,-7519
-6949,16108,-13777
9450,-15108,-4176
2763,-12567,-1149
-8911,-12903,-4437
-5513,-11287,-14725
-3388,-1321,10513
5417,-272,40
5192,10510,9841
-14073,-8872,10469
-12897,1926,16329
-7615,5104,-12344
-10708,14667,14960
-4862,-15137,14383
939,9940,-1591
-220,-2903,-6160
-4057,-5268,-1465
-11585,3811,13377
9415,-15137,11838
13153,-15561,-12670
-10672,7797,3474
8798,-8042,14116
-16259,-15075,305
-10179,-4452,-9243
5021,2533,4229
-7807,-3868,10332
6874,15315,8968
-732,-14431,-14056
-10769,7377,-8536
-8466,10519,-14089
-10806,15447,-11216
-2870,-6461,8578
-12884,-10932,-14766
-4930,8209,-6005
-13160,-2033,-9779
10900,-7677,8656
14424,-16106,10606
-8723,-735,892
-9912,-1588,-1411
-8787,1005,-14444
8378,936,-12626
-6812,16376,-8907
-15735,-906,-8084
5225,7330,8031
-14318,-10631,13434
9522,-2186,6618
-10364,15883,3752
3958,12653,-16264
-8802,-6268,-7183
-4638,-4888,-16104
-6989,6208,14337
2382,-12457,12732
4401,8605,-7228
-12662,9864,-171
6739,-4409,-8605
-13371,2450,-2565
-7282,14283,1592
10116,5144,-3018
10874,11088,7685
6454,1146,14529
14947,-5377,-147
-105,10905,4427
14859,4087,1235
6162,-13800,-12650
-11305,1957,10982
-2581,6168,-15878
-9132,4414,-13026
13806,100,-8801
-14895,-44,-3927
-833,6398,-548
-11449,8444,2314
-14495,11417,-6326
7909,-9900,7103
13559,14850,8433
2851,-6925,14853
7944,1767,-13310
4221,1044,13093
875,-1848,-8521
12264,16064,8385
8424,-15556,2413
9160,-62,-12960
11515,-5608,14692
15610,-2026,-6405
11023,7848,-9175
7558,-13281,6636
-9372,8784,-9280
14691,13452,-14252
13360,2808,7344
9266,14712,8164
-6500,6393,8382
-15571,-9170,-7456
-331,-11284,2612
13513,2997,-8295
10279,-12032,12871
-945,10439,-11331
-3776,8011,-9804
7719,4360,2493
10938,11020,1842
2423,-4289,7302
12931,-16234,-2398
-10730,15784,-9786
10999,-9963,-10993
6353,-1556,-12042
-5104,-2364,8892
-8654,-5403,-13371
15459,1939,-2319
-11327,-1415,1990
-12040,-15224,-6621
-7741,-4260,-1761
5823,-7492,6422
-1611,14544,12639
-16181,-2984,9104
-11854,3016,-8970
15650,4407,5479
-13027,7110,-8227
-8092,-5883,2373
15861,-3753,-3187
4536,-12082,4913
5191,-12382,13332
12209,9344,-2475
9720,2336,13571
13385,-9800,-497
-15998,8693,-6179
8959,-3973,-9835
6606,2958,5741
-6408,-2239,-13788
-15779,-14269,-2066
5048,-7416,4595
-11707,-342,194
15555,-11824,12516
15180,16285,-14544
-9121,14783,-11837
-8597,3961,-2954
-8813,13244,-5640
-6189,13278,12741
-1061,-8223,-8088
9653,2974,-14330
7166,16299,-8502
-13401,-5032,-3746
13574,-1597,-10050
-501,5640,-14407
-9323,-12944,-10189
-876,3937,1997
-5565,15886,15571
4531,12224,-1026
-271,6986,12375
-7071,-5689,-15935
-14117,7774,-10059
-8339,1751,-2580
14763,-11283,11359
-12316,-8568,9515
4718,-7426,-3832
4125,689,13422
-3588,14049,-7110
16061,-4734,-1417
5158,-6230,12207
-404,-11642,16215
11991,226,-14755
-15355,4925,-3632
12680,-6581,-6028
9372,-11924,-10987
-1870,13786,-4864
11238,6067,923
3233,3725,7972
-3233,-10325,9134
7969,-5250,409
843,149,10428
-10820,12551,7891
-631,-4187,8253
11694,15067,9923
8976,3623,15508
-15510,-4799,16027
3048,8984,-9391
-7035,7571,5516
-15077,-8964,-4870
6613,5978,-6519
-3816,-8298,14069
13535,-3838,9970
-9105,-9075,8583
3631,-4997,470
11419,13109,9825
8695,-8587,15633
-8881,-7777,6713
15286,15918,9096
-17,-8566,11733
-10692,-4851,-14365
7892,1634,-3014
-11682,12931,-9045
-13606,6361,9290
2667,-6555,-13507
-11458,10594,-4321
-15754,-10968,-11218
-11197,9257,12036
-3422,-14401,13367
11675,-13965,9777
3897,81,-4964
-822,-13626,3615
9962,-10795,-3135
-1544,4595,12135
-7379,-16380,-13622
-314,1156,9398
8414,15920,-14043
-7770,-8664,9361
11635,-6452,6495
11988,9902,11917
-14389,-188,15419
-10360,-2541,-4472
-4935,-10982,3294
6102,6968,-1071
3204,9593,-9710
1371,3123,-13590
-12973,-15388,16130
14750,-235,10476
894,5223,14157
7141,8321,6814
6045,-14945,-12537
1700,-4235,-6224
-13483,-11912,5872
2129,8217,8301
-43,16055,12090
7009,7629,-6990
-7321,13143,-14920
-5910,-2420,9095
-335,11145,-10817
-14041,5396,3247
15755,10624,-5111
6426,-10155,-8535
5965,-1764,-4775
-7181,-6115,1131
6542,10809,5774
-5809,10299,-3763
-7050,8768,-9907
8097,-6453,-11652
1357,2179,6797
5567,-11505,-9915
-8568,16185,14447
4219,14068,-10029
-5469,-7175,-1744
3998,-9721,-6134
-8375,-10655,6520
10841,-2727,2368
8264,11267,7483
-14074,7998,776
3029,10749,-13420
13365,-1766,8400
-11339,15782,4062
-15462,-2202,-15532
10491,12462,9255
-10567,-14250,2226
-12614,-16122,14834
-962,2646,5459
-13506,-7382,-1409
13421,2810,12975
16255,6469,-171
-10899,-13176,-8031
-5414,-1175,-10732
5909,-14157,3037
-9983,-2321,-14565
-6933,11687,-286
-16051,-7731,-13359
5592,2640,9314
6816,7393,13222
6573,1515,-8832
15702,5590,-7787
2370,-6142,-2816
14827,5414,5294
-9811,14828,-11911
-218,-8114,-7375
-7705,-1402,9370
-8430,14434,-5871
887,9276,-483
3756,-11649,-6699
-14187,13710,14463
2637,-10363,7381
15736,7858,-13116
-14413,-3868,2392
-2939,-2841,14992
-15814,3512,4864
-16149,-2406,4502
-4902,13022,12555
3586,-15342,3720
4156,-13902,1721
4819,-13340,-6747
11311,9718,1160
-15232,3562,6568
14482,5123,10395
-10626,13299,-8743
13339,-12580,16171
7129,15383,15150
-8969,1894,-15126
13549,-3193,-2906
9038,-11331,-13318
738,14701,9701
13107,-3202,11482
-14252,15274,633
1334,-2179,-9118
2644,-4480,8877
11617,8804,9134
981,-6560,-4875
15027,-563,1210
-3098,-6062,8197
-1127,-193,-3203
759,10031,-10712
-1286,8135,5981
-13071,11394,5174
14813,11377,-6454
3168,-7315,6866
-10127,-2994,11739
-15653,2831,9120
6932,15203,-8711
-15782,-6073,-2198
2214,-13099,-16238
-4179,-9694,2855
6859,-5018,-9596
-14296,7328,15026
-16324,-12652,-9221
3621,-10437,-15649
4836,4390,-5605
4045,-4762,-13847
-9879,-13691,-13923
3097,-6151,9353
-7534,9056,11993
8090,-4382,-9333
-12629,-2816,9869
11138,-3301,-6172
13036,-11921,10134
1569,15518,-5367
6477,2174,-14249
-15465,14673,9742
-1599,-14891,2452
98,-4533,-1552
6915,14124,13295
11125,-10084,1378
-7202,-13301,10819
-9377,3582,-3538
11356,14564,5941
-15415,9584,6980
15731,5062,-15466
-13738,-7887,-11950
-9581,-1788,285
-158,6125,-1890
-12100,-5898,-12194
-7599,6609,6157
-3923,-10780,4949
-9801,-1939,-13875
15911,11720,11955
10492,8777,-7689
-3664,-2605,-13242
5333,2940,-4823
-6950,11482,5017
-3088,-8898,-1408
-5041,-8794,-8951
-15238,2781,-6902
4570,-1172,8535
6203,10317,-2382
-2084,-14467,-6710
-7727,-8352,-1883
-10396,7331,-8233
-14070,6271,2718
-1268,10744,9495
-13414,4899,-10484
-5341,9507,2738
6052,1925,-1050
-11717,5154,-9953
-2307,-15947,-150
11981,-13303,-13292
-851,12459,-12728
-15412,-324,578
6749,-16298,-6953
-13640,-7555,-2738
-5721,-5281,-3629
1398,12719,-6690
-8152,-14734,4764
14418,-15011,16380
4739,-14560,15526
4174,1591,3497
6870,10279,-10786
12605,11429,5510
-15613,8589,-4502
-2039,13307,-14468
4059,-616,5841
3321,9587,10744
-8669,7318,3673
-1277,-3628,17
2540,8987,6764
-13241,-7526,-939
16376,578,-14927
14103,10525,-1339
1872,235,-255
11620,2184,-15214
16302,-14072,12490
2563,-1278,284
-5948,-12853,9156
1358,-13134,1840
15939,-2716,-126
14196,3919,11559
11430,2006,1086
8981,10067,-7037
-13306,921,4223
3026,9335,-15276
-9484,-7161,-6192
1316,-6144,-1077
-303,-527,13552
-963,5730,7083
-6282,-10213,-8683
12686,-11643,-10586
-12839,11898,-1273
11463,-6244,-15378
-12134,-9803,13844
-7768,-10095,-12428
-8105,-3054,-3106
9138,15755,3398
-7920,-13163,4299
-7131,-13902,-7478
-15204,-1355,-9098
10081,-5897,6681
15675,15965,7243
-6259,13314,307
4766,-2698,9950
-5000,-6562,-12764
-895,-9090,-10311
-13810,639,-5385
8947,14488,15583
5791,6626,14625
11447,7892,10117
-7086,3167,-2615
-14710,9776,-962
10155,-6873,-7934
-11805,1219,-2416
5798,-2485,-16288
-13302,-15195,-1020
-15417,-15855,5220
7333,379,-5463
2055,10083,-9969
3206,-8740,-10110
15467,4849,3144
-2620,11834,786
12546,12323,791
-9960,5872,2194
-9891,6930,-10719
3546,13595,-13270
-10829,3227,-9667
-1969,9215,-15765
119,2232,2515
-15985,-16067,-225
-11332,-13931,622
6022,10191,3170
-1020,1910,2476
12413,9387,3898
-9904,-7773,-14609
8348,415,11688
11176,-8020,15367
4777,2958,-3612
6232,-8564,-6537
-7675,-13443,3990
-7031,8215,6575
-545,-11046,-12306
-11744,-9982,3699
10227,11474,10524
5185,4980,-6148
-2039,16234,9719
4615,7113,-8131
3356,-5787,13458
-2055,-1113,13463
-104,1661,-10151
-14854,-12943,-11871
14617,-7635,-4185
-9203,-8598,9413
-8186,1091,-8563
12135,4240,-1848
3870,15443,9466
4761,-13409,-9008
128,4466,-3660
11194,15383,-4247
-2434,12011,7882
-9745,-5818,-2393
15995,4911,-7099
7790,3970,14016
-11657,14773,-3990
-109,12555,-13070
-5755,14960,13948
9457,-14030,-6804
-8051,14222,15964
1421,-5692,13528
7739,-9092,-9385
-12435,2422,-15554
11468,-6184,-16060
-7023,8510,10126
-9254,-15463,16042
-12520,-160,-5432
9462,5803,-2416
-5628,2185,-4121
-3756,-13270,11303
14315,2499,-6030
16345,4842,1236
7597,-5436,-13461
1448,-4603,11496
-11427,-3967,-7671
647,9955,-2435
7921,13724,-828
6935,-4169,-12010
13607,1019,9666
-11809,-1051,4395
-15456,-6152,-4783
-13809,-11818,9978
7835,-5293,-6479
8309,-7402,508
6605,14550,7750
-15148,-3752,13483
-3562,15751,8320
-4943,11694,14266
-10433,11886,7151
-3487,6927,1180
10151,-3121,-8109
-2952,5730,5049
14642,-11929,14675
14862,-14101,92
13102,5939,-14594
5346,2245,-14147
-9606,13282,-4585
-11962,9224,-16052
6474,13191,-5261
12004,-12319,10349
-9323,3799,3116
-14153,9733,-7680
-13412,-1034,-4959
12359,-1835,10132
14271,-7306,3352
-6773,6181,-9882
6413,4694,-10881
8801,5309,349
-5641,-4543,-10277
14102,-9479,13828
424,9356,-1311
4295,-11712,-14609
15381,-9125,7522
1081,6451,-13254
15360,14649,-10740
-12769,-9117,-2554
-15469,5727,9598
7085,-13659,4500
-15915,9383,-8067
-12301,11673,1032
8764,8332,-13340
-7922,4846,-15236
15491,-15730,-8060
15309,9681,-6551
-14911,12810,-11208
-13624,-13107,-7257
-1542,15527,-5942
14335,-11214,-9902
906,6963,-7639
9613,12115,13483
-10458,4082,-1676
-186,4940,-7855
1917,2214,12604
13602,-10707,839
-12854,-12488,9642
-7465,5041,-13815
-6547,10008,-7184
-4190,1588,7637
11548,1734,-5880
-3941,14952,-4212
-13232,3494,5106
1466,15342,9345
10845,7452,14623
15504,-4201,16085
-7558,11825,-2494
6739,-7597,11982
-4929,-12356,2923
-8673,11557,-3461
13672,-2397,5498
13359,9826,6113
11027,14242,13135
-1856,4364,13893
14023,13209,-7218
-12408,-15207,11148
-12076,3359,-5165
-15470,1811,6362
-6230,12089,14395
-43,5470,7780
11125,-11657,116
14405,253,14166
-4907,9865,-7148
-8485,-14836,8492
-9471,-2376,-1965
4531,-16027,-7092
3608,-8396,-3529
13201,1384,67
-10001,-9052,4998
6229,2018,13991
-8570,-3745,-4849
7889,10560,9729
-7537,-119,4421
908,12002,11762
15784,2469,12616
12792,5013,10400
10331,-4812,-6902
-2070,5905,-15117
14389,-6578,15450
6026,-11173,12808
-4166,5740,-1168
11106,5790,-4076
-6743,4074,-13799
2746,13631,11612
-7736,-1583,-8334
-13332,-16361,2532
14687,8645,15410
7513,-14326,-15949
12206,-1931,-14414
11213,11441,-2968
5818,-14126,7090
-8508,14307,-2708
-15408,-144,-1544
-11131,13064,2449
-12418,-5546,-10922
15980,-4219,-15122
9150,-716,12048
-14122,-15009,-9802
-9582,-13399,-8150
5390,-7928,10758
-7070,-3172,-4078
-5018,5966,-4764
-2804,4899,-8896
-5543,-2644,15554
6059,-6799,14122
9522,5809,-8292
11256,-13956,-11819
-12896,13529,-5556
-10426,14826,5438
6870,3533,-1337
-9499,4450,6766
8520,-10807,5940
-9391,-4206,1893
-2999,-13593,2671
-5648,14341,-8985
7761,-10070,1192
-9062,-12282,-5312
-9108,-2429,-11894
7713,15951,2131
16243,-2682,1299
-8408,12803,684
-6311,10752,-7321
-66,5031,-3079
-3288,-853,-15831
-13720,9110,-1078
7687,4603,6114
-10757,8391,-2694
-12541,2163,12240
1382,15365,11214
-60,12257,-14000
-15365,-12136,-12154
1030,-10030,-7020
7493,-15053,15271
11741,8789,1809
-6971,-6253,4744
-14115,12108,-4569
-4165,5751,6166
12534,-7275,-6639
8295,-16318,12758
13544,-3983,4073
-12622,11382,13284
-15783,12044,11688
-5707,7012,-8619
4768,572,-2502
4024,-1305,2358
-1051,3300,14710
-13466,-2421,15906
-14003,8868,-4974
8706,-13886,-2528
-11874,-4515,12783
15416,15742,16222
15405,-552,11110
11575,4048,-12963
-13165,-7108,7086
-10447,11730,-7483
-5744,12121,-11685
-12133,-710,2227
8390,3264,13033
-3155,15332,-797
7438,-9437,6606
-7270,1977,1558
-2678,2085,-7224
-13385,15287,-7598
-14679,-787,11019
-2150,-12000,-13341
1421,-14092,13313
-11611,-11551,254
14808,9932,976
12799,-2135,-9048
3104,-7045,-13903
-15917,-13125,-6087
1958,-3197,-16354
15616,-8071,4141
4560,-16021,4336
9481,8210,11755
-2182,-15550,-3669
14866,-4045,-12883
8700,2805,-3754
-8101,4738,10601
9744,358,3310
-2624,8163,-15024
-2346,3848,1499
-10014,2918,16311
16034,-4009,12881
-2377,14111,13607
2901,6237,10917
9693,14761,-9311
8980,-7015,-14023
-9221,10679,-14160
-7958,710,-10934
-12384,5279,14486
2331,14707,16050
-3480,2480,644
2114,12722,-5358
14064,-1730,-12871
7418,9653,-4497
-2077,-7259,9641
-2907,-13886,-5333
-11399,8237,4661
-1467,2713,-13810
5995,-3316,-758
-9015,-9313,469
10646,6318,7062
-822,484,-12005
-12734,7316,-15518
-5965,4384,3120
-6366,-4175,868
-804,-9908,519
-14184,11399,12968
-6567,-7737,-13968
2968,11374,11761
-2929,-9171,10691
1033,12950,13901
-16341,-15743,-7665
1088,9108,5746
13367,-16313,7239
7890,-10468,9212
-14384,9351,-7787
13409,2515,-7098
-5849,-3300,-11354
6096,8484,6135
-16300,-14780,-12642
-9704,4143,-7317
13727,8457,-6847
-12047,7387,-1297
-7453,-15479,7966
112,-3853,-422
7972,11016,-7745
-11165,-5957,-4426
-8597,-7608,6055
11967,-14909,15659
13193,-6201,-14991
-11795,16086,-9636
-5233,-10065,-1484
-10445,3099,-3926
1124,7998,798
13096,-5243,-680
-9412,5872,-16220
773,-10506,15836
1193,-5869,2670
8086,-3752,4359
-81,2565,-16250
9515,13849,-12713
-390,7148,-9650
11218,6751,-7665
4034,1812,-7617
4600,9099,15275
-13635,6570,-6266
12769,1819,3492
14873,11723,4033
5387,-993,-2359
10653,11220,-3588
9648,-2031,-9161
-6071,12568,-2437
-3649,-16377,13130
451,6071,8099
8206,-15705,8678
5223,15203,8190
5936,-14811,-4059
6611,11868,-7911
3905,5822,3894
2840,5770,-11529
-3841,10026,7891
9269,8457,15997
16039,13233,7638
1371,3257,-9717
-10951,9040,643
-16333,-7017,-14901
-14288,-5284,2809
4432,10998,4358
-14003,9287,9337
-13534,8338,3991
11722,-8381,11632
8476,-12777,12569
-924,8941,11584
-12837,-12563,-14859
2979,-13456,-3992
-15580,-13558,-7766
-5175,-3077,7857
15505,-3648,-5142
10114,-8288,-5723
14073,-1882,12061
-15170,10752,-2202
667,2178,-5788
10382,10304,-946
6921,-11346,7121
-2061,-15924,15046
-7546,3042,6646
72,4475,12521
-14374,5768,-7468
6097,-10841,-2447
-829,-6707,-15495
-10727,-13717,4891
6032,265,-948
-211,-12485,935
-12371,-6895,10866
16263,-966,-4215
-13124,-9029,-14432
7441,-15833,12341
7175,-2842,-7007
13332,-10879,3171
-2860,9626,-14676
7967,9681,4427
2256,1069,15168
7257,13456,-6072
15241,-2395,-7341
1641,-3516,10082
-8507,1368,13226
4055,2019,-3105
-11703,11395,-5581
-1021,6837,8434
3952,9756,-5798
-13725,-11739,-5356
4297,13388,-16282
2921,-1271,-979
-9857,13161,-2755
-10178,-5073,9067
13199,324,-14345
12366,12530,-10755
-1825,-15219,5772
-5842,4035,-11211
-9455,-1518,11245
10163,-2303,-1474
-2099,-13437,-12976
-2216,531,-10227
5095,-5525,4451
6463,-6603,-10643
-5769,10757,-4120
13264,-10776,4801
-13873,-5345,-10128
2030,-5369,9757
-11349,-10129,-11120
-7699,9566,-11659
2122,7735,6286
-9496,-9264,4095
16214,-10590,-9661
15481,7623,-10948
10845,11592,-3676
2196,-6651,-1021
3902,2340,1861
-5474,13893,9276
5215,8138,-10401
-9636,-1519,2479
-11438,-8516,-14241
14399,-1507,6247
15102,4504,7839
7041,11605,3798
3639,-1790,-2291
10120,-10504,11409
-16000,-15290,-12852
-1697,12464,-11955
9523,-15385,-6873
-13922,11537,-2327
-4463,-12330,-12317
-8320,1432,-14875
-6811,2781,-2027
827,-5291,1888
-11163,8648,-9561
-4425,-12822,-9745
6559,-7814,-502
4764,-1145,725
5179,-8221,11524
4357,10908,-1498
-6640,10011,14462
-2519,-1581,-2359
-13913,11715,-9460
10345,3266,14911
-840,3250,2789
-3643,-7998,13137
4726,1374,-4279
-15221,-1458,-7077
16331,13801,-9862
-7306,15213,1858
7233,11646,-8554
10616,1658,-1774
52,-6821,13002
-3412,2722,-15995
4008,12928,11870
-12158,-2677,-9631
15835,13302,-1033
6357,6208,-1677
-3828,-12185,-7791
8683,11544,-9194
-13717,-6631,-2636
-12297,6955,-9129
-5428,-11371,1774
1347,6362,14733
-14822,5357,6616
-11723,8866,-3599
-7287,-12088,6815
-4742,13586,11435
-12813,8146,2841
-3540,11253,13363
-13590,-14612,-5636
-352,-12705,10194
14514,12540,-4430
14833,13335,13896
1758,-1086,-4938
2919,-10220,14818
10811,-7241,-14312
-5175,-9035,1321
